"TrialID","Date","Scientific title","Intervention","Country","Size","Drugs","isRandomized","isCombination","isDrugTrial"
"NCT04434157","2020-06-12","Association of the Neutrophil/Lymphocyte Ratio and Lymphocyte /Platelet Ratio With Clinical Complications and Mortality in COVID-19 Patients",NA,"Mexico",221,NA,FALSE,FALSE,FALSE
"NCT04329533","2020-03-26","Effects of a Mobile Meditation App on Stress During COVID-19 Pandemic in Outpatient Obstetrics and Gynecology Patients; a Randomized Controlled Trial","Other: ""Calm"" is a mindfulness meditation mobile app","USA",150,NA,TRUE,FALSE,FALSE
"NCT04331899","2020-03-27","A Phase 2 Randomized, Single Blind Study of a Single Dose of Peginterferon Lambda-1a Compared With Placebo in Outpatients With Mild COVID-19","Drug: Peginterferon Lambda-1a;Other: Placebo","USA",120,"peginterferon lambda",TRUE,FALSE,TRUE
"NCT04342689","2020-04-08","The Role of Resistant Starch in COVID-19 Infection","Drug: Dietary Supplement containing resistant starch;Dietary Supplement: Placebo Starch","USA",1500,NA,TRUE,FALSE,FALSE
"NCT04343261","2020-04-08","Convalescent Plasma in the Treatment of COVID 19","Biological: Convalescent Plasma","USA",47,"convalescent plasma",FALSE,TRUE,TRUE
"NCT04347954","2020-04-13","Effect of PVP-I Nasal Sprays vs Normal Saline Nasal Sprays on SARS-CoV-2 Nasopharyngeal Titers","Drug: Povidone-Iodine 2%;Drug: Povidone-Iodine 0.5%;Drug: Isotonic saline 0.9%","USA",45,"iodine, povidone, pvp-i",TRUE,TRUE,TRUE
"NCT04352491","2020-04-14","An Online Survey to Understand Feelings Related to COVID-19 Among ILBS Patients With Liver Disease (FEELIV COVID)","Other: No intervention","India",347,NA,FALSE,FALSE,FALSE
"NCT04353674","2020-04-07","Novel Extracorporeal Treatment to Modulate Hyperinflammation in COVID-19 Patients","Device: Control group;Device: SLEDD with a L-MOD","Canada",40,NA,TRUE,FALSE,FALSE
"NCT04354792","2020-04-16","Asymptomatic SARS- CoV2 Infection Among Healthcare Workers in Three University Hospitals: A Cross Sectional Study.","Diagnostic Test: Serum SARs COV 2 IGg screening in health care workers","Egypt",500,NA,FALSE,FALSE,FALSE
"NCT04357730","2020-04-18","Fibrinolytic Therapy to Treat ARDS in the Setting of COVID-19 Infection: A Phase 2a Clinical Trial","Drug: Alteplase 50 MG [Activase];Drug: Alteplase 100 MG [Activase]","USA",60,"alteplase",TRUE,FALSE,TRUE
"NCT04361552","2020-04-07","Tociluzumab for Cytokine Release Syndrome With SARS-CoV-2: An Open-Labeled, Randomized Phase 3 Trial","Other: Best Practice;Biological: Tocilizumab","USA",0,"tocilizumab",TRUE,FALSE,TRUE
"NCT04362332","2020-04-20","An Open Label Cluster Randomized Controlled Trial of Chloroquine, Hydroxychloroquine or Only Supportive Care in Patients AdmItted With Moderate to Severe COVID-19","Drug: Chloroquine Sulfate;Drug: Hydroxychloroquine;Other: Standard supportive care","Netherlands",25,"chloroquine, hydroxychloroquine",TRUE,TRUE,TRUE
"NCT04363853","2020-04-17","Treatment of Serious and Critical Patients With COVID-19 With Tocilizumab","Drug: Tocilizumab","Mexico",200,"tocilizumab",FALSE,FALSE,TRUE
"NCT04365582","2020-04-23","A Randomized Trial of Efficacy and Safety of an Early OUTpatient Treatment of COVID-19 in Patients With Risk Factor for Poor Outcome: a Strategy to Prevent Hospitalization","Drug: Azithromycin;Drug: Hydroxychloroquine;Drug: Lopinavir 200Mg/Ritonavir 50Mg Tab","France",640,"azithromycin, hydroxychloroquine, lopinavir, ritonavir",TRUE,TRUE,TRUE
"NCT04366778","2020-04-23","Evaluation of TEM-tPA (Thromboelastometry With tPA) to Detect Covid-19 Patients at High Risk of Thrombosis","Diagnostic Test: TEM-tPA","France",325,NA,FALSE,FALSE,FALSE
"NCT04366791","2020-04-24","The RESCUE 1-19 Trial: Radiation Eliminates Storming Cytokines and Unchecked Edema as a 1-Day Treatment for COVID-19","Radiation: Low Dose Radiation Therapy","USA",10,NA,FALSE,FALSE,FALSE
"NCT04367740","2020-04-27","ScreenNC: A Study to Determine the Number of Asymptomatic Individuals Who Have Antibodies to the SARS-CoV-2 Infection","Diagnostic Test: To assess for development of IgG antibodies against SARS-CoV2","USA",10000,NA,FALSE,FALSE,FALSE
"NCT04371354","2020-04-28","Outcomes After Implementation of a Protective Protocol for Covid-19 in Large Spanish Endoscopy Units.",NA,"Spain",100,NA,FALSE,FALSE,FALSE
"NCT04371419","2020-04-28","COVID-19 Health Messaging to Underserved Communities","Behavioral: Messaging","USA",15475,NA,TRUE,FALSE,FALSE
"NCT04377620","2020-05-04","A Phase 3, Randomized, Double-Blind, Placebo-Controlled, Multicenter Study to Assess the Efficacy and Safety of Ruxolitinib in Participants With COVID-19-Associated ARDS Who Require Mechanical Ventilation (RUXCOVID-DEVENT)","Drug: Placebo;Drug: Ruxolitinib","USA",500,"ruxolitinib",TRUE,FALSE,TRUE
"NCT04380818","2020-05-04","Low Dose Anti-inflammatory Radiotherapy for the Treatment of Pneumonia by COVID-19: Multi-central Prospective Study","Radiation: Low-dose radiotherapy;Drug: Hydroxychloroquine Sulfate;Drug: Ritonavir/lopinavir;Drug: Tocilizumab Injection [Actemra];Drug: Azithromycin;Drug: Corticosteroid;Drug: Low molecular weight heparin;Device: Oxygen supply","Spain",106,"azithromycin, corticosteroid, heparin, hydroxychloroquine, lopinavir, ritonavir, tocilizumab",FALSE,TRUE,TRUE
"NCT04383457","2020-05-04","Covid-19 Triage Using Camera-based AI","Device: RIA-device (Remote Investigation and Assessment)","Sweden",500,NA,FALSE,FALSE,FALSE
"NCT04383613","2020-05-05","Prone Positioning for Patients on General Medical Wards With COVID19: A Multicenter Pragmatic Randomized Trial [COVID-PRONE]","Other: Prone positioning","Canada",350,NA,TRUE,FALSE,FALSE
"NCT04387799","2020-05-13","Major Determinants of COVID-19 Associated Pneumonia","Diagnostic Test: Serology for Covid-19","Italy",520,NA,FALSE,FALSE,FALSE
"NCT04390126","2020-05-14","COVID-19 Related Lockdown Effects On Chronic Diseases","Other: life questionnaires;Other: questionnaire","France",1200,NA,FALSE,FALSE,FALSE
"NCT04394793","2020-05-17","Low Dose Radiation Therapy for Covid-19 Pneumonia: A Pilot Study","Radiation: Low dose radiation therapy","India",10,NA,FALSE,FALSE,FALSE
"NCT04405934","2020-05-07","A Phase III Prospective, Interventional, Cohort, Superiority Study to Evaluate the Benefit of Rapid COVID-19 Genomic Sequencing (the COVID-19 GENOMICS UK Project) on Infection Control in Preventing the Spread of the Virus in United Kingdom NHS Hospitals","Other: Use of virus (Covid-19) genome sequence report to inform infection prevention control procedures",NA,2000,NA,FALSE,FALSE,FALSE
"NCT04407117","2020-05-27","Change in the Incidence of Appendicitis in a Controlled Environment During the National Lockdown Throughout the COVID-19 Pandemic","Behavioral: Lock-down and social distancing","Denmark",6000000,NA,FALSE,FALSE,FALSE
"NCT04409925","2020-05-13","Phase I Pilot Study Investigating the Safety and Tolerability of Inhaled rhDNase1 and Its Impact on Neutrophil Extracellular Traps (NETs) in Non-Ventilated COVID-19 Infected Patients","Drug: rhDNase I",NA,25,"rhdnase i",FALSE,FALSE,TRUE
"NCT04410354","2020-04-28","A Phase 2, Randomized, Double-Blind, Placebo-Controlled Study of the Efficacy and Safety of Oral Merimepodib in Combination With Intravenous Remdesivir in Adult Patients With Advanced Coronavirus Disease 2019 (COVID-19)","Drug: Merimepodib;Drug: Matching Placebo;Drug: Remdesivir","USA",40,"merimepodib, remdesivir",TRUE,TRUE,TRUE
"NCT04412668","2020-06-01","A Randomized Double-blind Placebo-controlled Study to Evaluate the Safety and Efficacy of ATYR1923 In Adult Patients With Severe Pneumonia Related to SARS-CoV-2 Infection (COVID-19)","Drug: ATYR1923 1 mg/kg;Drug: ATYR1923 3 mg/kg;Drug: Placebo","USA",30,"atyr1923",TRUE,FALSE,TRUE
"NCT04416347","2020-05-06","COVID-19, Clinical Predictors and Evolution of Disease in Hospitalised and Intensive Care Patients at St George's Hospital","Other: SARS-CoV2 Infection","UK",800,NA,FALSE,FALSE,FALSE
"NCT04416464","2020-06-03","Quality of Life and Long-term Outcomes in Patients With Pneumonia Associated With SARS-Cov2 Infection, Survivors of Intensive Care Units: a Prospective Multicenter Cohort Study","Other: COVID-19 Pneumonia","Portugal",230,NA,FALSE,FALSE,FALSE
"NCT04420247","2020-06-02","Multicentric Pragmatic Randomized Controled Trial to Evaluate the Efficacy Chloroquine or Hydroxychloroquine for Five Days in Treating Pneumonia Caused by SARS-Cov-2 - COVID-19","Drug: Chloroquine;Drug: Hydroxychloroquine;Other: standard care","Brazil",100,"chloroquine, hydroxychloroquine",TRUE,TRUE,TRUE
"NCT04420338","2020-06-05","SeroCOVIDial Study: Assessment of SARS-COV2 Seroconversion in Patients on Chronic Hemodialysis and in Their Caregivers, a Cohort Study","Biological: Blood sample;Biological: Serum tube collection","France",800,NA,FALSE,FALSE,FALSE
"NCT04425031","2020-06-05","Handling Oxygenation Targets in COVID-19 Patients With Acute Hypoxaemic Respiratory Failure in the Intensive Care Unit: A Randomised Clinical Trial of a Lower Versus a Higher Oxygenation Target","Drug: Oxygen;Drug: Oxygen","Denmark",780,NA,TRUE,FALSE,FALSE
"NCT04427098","2020-05-29","Intermediate Dose Enoxaparin in Hospitalized Patients With Moderate-severe COVID19: A Pilot Phase II Single-arm Study, INHIXACOVID19","Drug: Enoxaparin 40 Mg/0.4 mL Injectable Solution;Drug: Enoxaparin","Italy",300,"enoxaparin, inhixacovid19",FALSE,TRUE,TRUE
"NCT04428008","2020-06-07","A Pilot Trial of Thymalfasin (Ta1) to Prevent COVID-19 Infection in Elderly Renal Dialysis Patients","Drug: Thymalfasin",NA,240,"thymalfasin",TRUE,FALSE,TRUE
"NCT04430322","2020-06-11","Coronavirus Disease 2019 (Covid-19) at the Regional Hospital Center Metz-Thionville: a Descriptive Study",NA,"France",330,NA,FALSE,FALSE,FALSE
"NCT04432103","2020-06-12","Treatment of Severe and Critical COVID-19 Pneumonia With Convalescent Plasma","Biological: Anti SARS-CoV 2 Convalescent Plasma in severe COVID-19 patients;Biological: Anti SARS-CoV 2 Convalescent Plasma in critical COVID-19 patients",NA,36,"convalescent plasma",FALSE,TRUE,TRUE
"NCT04432766","2020-06-12","A Phase 1, Multi-Center, Open-Label, Randomized Study to Assess Safety, Pharmacokinetics, and Efficacy of BAT2020 in Hospitalized Patients Infected With SARS-CoV-2 (COVID-19)","Drug: BAT2020",NA,174,"bat2020",TRUE,FALSE,TRUE
"NCT04432805","2020-06-15","Descriptive and Evaluation Study of the Use of Pulmonary Ultrasound in the Initial Management of Pregnant Women in the Context of COVID-19","Device: Performing of lung ultrasound","France",160,NA,FALSE,FALSE,FALSE
"NCT04432961","2020-06-15","A Database and Analytics Study of Free Text Clinical Notes and Structured Data to Investigate Phenotype Associations With Outcomes in Patients With COVID-19",NA,NA,200,NA,FALSE,FALSE,FALSE
"NCT04432987","2020-06-15","Determination of Dornase Alpha Effectiveness in COVID-19 Treatment","Drug: Pulmozyme","Turkey",60,"dornase alfa, dornase alpha",TRUE,TRUE,TRUE
"NCT04433013","2020-06-14","A Randomized Controlled Trial Assessing the Efficacy of Lianhua Qingwen as an Adjuvant Treatment in Patients With Mild Symptoms of COVID-19","Drug: Lianhua Qingwen;Drug: Placebo",NA,300,"lianhua qingwen",TRUE,FALSE,TRUE
"NCT04433325","2020-06-12","COVID-19 Critically Ill Patients' Evolution After Medical Transport by Train From Paris Intensive Care Units to West of France Intensive Care Units",NA,"France",150,NA,FALSE,FALSE,FALSE
"NCT04433364","2020-06-15","COPE - COVID-19 in Pregnancy and Early Childhood - a Study Protocol for a Prospective Multicentre Cohort Study","Other: biological samples, questionnaires and interviews","Sweden",1200,NA,FALSE,FALSE,FALSE
"NCT04433754","2020-06-12","Pancreatic Injury in Patients With COVID-19 Disease","Other: biochemical analysis","Turkey",500,NA,FALSE,FALSE,FALSE
"NCT04433871","2020-04-24","National SFCE Cohort of SARS-CoV-2 Infections (COVID-19) in Pediatric Oncology and Hematology","Other: No intervention, observational","France",300,NA,FALSE,FALSE,FALSE
"NCT04433949","2020-06-12","Radiation Eliminates Storming Cytokines and Unchecked Edema as a 1-Day Treatment for COVID-19 (RESCUE 1-19): A Randomized Phase III of Best Supportive Care +/- Whole Lung Low-Dose Radiation Therapy in Hospitalized Patients","Other: Best Practice;Radiation: Low Dose Radiation Therapy","USA",52,NA,TRUE,FALSE,FALSE
"NCT04434248","2020-06-13","An Adaptive, Multicenter, Randomized, Open-label, Comparative Clinical Study to Assess Efficacy and Safety of Favipiravir in Hospitalized Patients With COVID-19","Drug: Favipiravir;Drug: Standard of Care","Russia",330,"favipiravir",TRUE,FALSE,TRUE
"NCT04434261","2020-06-15","Oncological Surgery in Times of COVID-19: Effectiveness of Preoperative Screening for Sars-Cov-2","Diagnostic Test: PT-PCR test for SARS-CoV-2","Brazil",1500,NA,FALSE,FALSE,FALSE
"NCT04434417","2020-06-09","Clinical Validation of a Simple and Fast Immunochromatographic Assay for Qualitative Determination of Specific ImmunoGLObulin IgG/IgM Antibodies to 2019- nCoV in Whole bLood, Serum or Plasma Specimen","Device: 2019-nCoV IgG/IgM Rapid Test Cassette","Italy",1000,"convalescent plasma, immunoglobulin",FALSE,TRUE,TRUE
"NCT04435015","2020-06-16","The Utility of Camostat Mesylate in Patients With COVID-19 Associated Coagulopathy (CAC) and Cardiovascular Complications","Drug: Camostat Mesylate;Drug: Microcrystalline Cellulose, NF",NA,200,"camostat, microcrystalline cellulose",TRUE,TRUE,TRUE
"NCT04435028","2020-06-15","Ketotifen: Novel Use as a Cardioprotective Agent in Breast Cancer Patients Receiving Anthracycline-containing Chemotherapy as Well as the Potential Beneficial Effects of Ketotifen in the Hypothetical Management of COVID-19","Drug: Ketotifen 1 MG","Egypt",111,"ketotifen",FALSE,FALSE,TRUE
"NCT04435041","2020-06-16","Remote-by-Default Care in the COVID-19 Pandemic: Addressing the Micro-, Meso-, and Macro-level Challenges of a Radical New Service Model",NA,"UK",1,NA,FALSE,FALSE,FALSE
"NCT04435080","2020-06-15","Physical Rehabilitation in Intensive Care Unit in Acute Respiratory Distress Syndrome Patients With COVID-19",NA,"Turkey",35,NA,FALSE,FALSE,FALSE
"NCT04435106","2020-05-26","Compassionate Use of Opaganib in Patients With Severe COVID-19","Drug: Opaganib;Drug: Standard of Care","Israel",23,"opaganib",FALSE,FALSE,TRUE
"NCT04435119","2020-06-12","COvid-19 et VITamine d en EHPAD",NA,"France",96,"vitamin d",FALSE,FALSE,TRUE
"NCT04435275","2020-06-09","Development of an Automated and Scalable Virtual Assistant to Aid in PPE Adherence and Clinical Protocols for Healthcare Worker Safety","Other: Virtual Assistant first, then Human Coach;Other: Human Coach first, then Virtual Assistant",NA,50,NA,TRUE,FALSE,FALSE
"NCT04435314","2020-06-08","Prospective, Randomized, Double-blind, Parallel, Placebo Controlled Study to Evaluate the Safety and Efficacy of Nitazoxanide 600 mg Three Times a Day for Post Exposure Prophylaxis of COVID-19 in Subjects From Vulnerable Communities","Drug: Nitazoxanide;Drug: Placebo",NA,200,"nitazoxanide",TRUE,FALSE,TRUE
"NCT04435327","2020-06-12","SequelaeCov: a Prospective Study on Lung Damage Caused by SARS-CoV-2 Pneumonia",NA,"Italy",300,NA,FALSE,FALSE,FALSE
"NCT04435353","2020-06-14","Assessment of the Effectiveness of Vibroacoustic Therapy for Respiratory Failure Caused by COVID 19","Device: VibroLUNG","Kazakhstan",200,NA,TRUE,FALSE,FALSE
"NCT04435717","2020-06-11","Unicenter, Randomized, Open-label Clinical Trial on the Efficacy of Tocilizumab in Modifying the Inflammatory Parameters of Patients With COVID-19","Drug: Tocilizumab 20 MG/ML Intravenous Solution [ACTEMRA]_#1;Drug: Tocilizumab 20 MG/ML Intravenous Solution [ACTEMRA]_#1 (2 doses)","Spain",78,"tocilizumab",TRUE,TRUE,TRUE
"NCT04435795","2020-06-16","Ciclesonide Clinical Trial for COVID-19 Treatment","Drug: Ciclesonide",NA,454,"ciclesonide",TRUE,FALSE,TRUE
